survey-commit,Data,iteration,example,annotator,experiment_version,commit_id,commit_url,GT_rationale,Generated_response,Goal-IC,Goal-EI,Need-IC,Need-EI,Alt-IC,Alt-EI,Overall-IC,Overall-EI,EI-Complementary,F1,F2
,Dev,2,2,annotator1,CG-FS,4928,https://github.com/square/retrofit/commit/a307aaac884dc7f1b1ef99f8f94125d8d141dc54,"GOAL: Add an API that returns a list of call adapter factories.
NEED: The developer needed a way to modify the list of CallAdapter.Factory instances in the same way as OkHttpClient.Builder allows access to a mutable list of interceptors. But Retrofit.Builder did not provide an API to retrieve this list.","GOAL: Add a `Retrofit.Builder.callAdapterFactories()` method to expose a modifiable list of `CallAdapter.Factory` instances, providing a sister API to the existing `converterFactories()`.  
NEED: Clients need mutable access to the list of call adapter factories—e.g. when cloning via `newBuilder()` to swap in a new adapter—mirroring the existing support for converter factories and OkHttpClient.Builder’s interceptors.  
ALTERNATIVES: One proposal was to hide default converters by moving them into the `build()` method so they aren’t exposed in the list and to strip them out when copying into a new builder via `newBuilder()`.",5,2,3,2,1,5,,,,,
,Dev,2,2,annotator1,CG-FS,6326,https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7,"GOAL: Adopt Kotlin idioms in the Headers API.
ALTERNATIVES: Using an inline function(forEachHeader()) and changing the internal data store to an array of (name, value) pairs could be used as alternatives.","GOAL: Adopt idiomatic Kotlin in Headers by making Headers implement Iterable<Pair<String, String>>, converting the `size()` method to a `val size`, deprecating the old `size()` function, standardizing `trim()` calls, and replacing all index-based header loops with Kotlin’s destructuring `for ((name, value) in headers)` iteration.  
ALTERNATIVES: Considered providing an inline `forEachHeader()` function but deemed it less flexible, and considered changing the internal storage from alternating names/values to an array of pairs to reduce allocations on repeated iteration.",4,3,,,5,2,,,,,
,Dev,2,2,annotator1,CG-FS,6367,https://github.com/square/okhttp/commit/a1265b6140a8fe336602b969960d4048ebd1d3da,"GOAL: Fix a regression in combining cache headers
NEED: Iterating over the indices of the header names doesn't work because header names are not distinct, and because of this, cached header combinations drop headers.
ALTERNATIVES: Avoiding duplicate headers in the cache, or refactoring the headers to handle duplicates, or rolling back to Retrofit 2.5.0 and OkHttp 3.14.0 could fix the problem.","GOAL: Fix a regression in combining cache headers by changing the header‐combining loops to iterate from 0 until headers.size instead of using names().indices.

NEED: The Kotlin migration introduced iteration over header names via names().indices, but because header names aren’t distinct, names().indices returns too small a range and drops duplicate headers (e.g. content-encoding), causing Retrofit to try parsing a cached gzip response without unzipping it.

ALTERNATIVES: They considered avoiding duplicate headers in the cache or refactoring the Header class to handle duplicate header names.",5,2,5,3,3,1,,,,,
,Dev,2,2,annotator1,CG-FS,20960,https://github.com/spring-projects/spring-boot/commit/9b184e3955d490ccd0181e6917520b8dc100afd4,GOAL: Polish code by updating the log to the logger.,,1,5,,,,,,,,,
,Dev,2,2,annotator1,CG-FS,29742,https://github.com/spring-projects/spring-boot/commit/1c789f1a8d7fea4af7624496197fa931a3d4634d,"GOAL: Remove dependency management for `hibernate-entitymanager` because it is redundant. 
NEED: Since Spring Boot 2.0 supports Hibernate 5.2 as a minimum, the hibernate-entitymanager dependency should be removed, and `hibernate-core` should be used directly instead. The hibernate-entitymanager module was merged into hibernate-core in Hibernate 5.2 and now exists only as an empty artifact for backward compatibility. It is scheduled for removal in Hibernate 6.0. 
ALTERNATIVES: The commit isn’t needed since the artifact may no longer be required, however removing it would go against the policy of providing dependency management for all modules.","GOAL: Remove redundant `hibernate-entitymanager` dependency management entries and POM references across Spring Boot modules, replacing them with direct use of `hibernate-core`.  
NEED: `hibernate-entitymanager` was merged into `hibernate-core` in Hibernate 5.2, leaving it as an empty, backwards‐compatibility artifact slated for removal in Hibernate 6.0; since Spring Boot 2.0 requires Hibernate 5.2+ and that artifact adds nothing, its dependency management is no longer needed.  
ALTERNATIVES: The team considered retaining dependency management for the still-present `hibernate-entitymanager` (harmless in Hibernate 6.0) in line with their policy of managing all library modules, but ultimately opted to remove it.",5,2,4,1,5,2,,,,,
,Dev,2,2,annotator2,CG-FS,3142,https://github.com/apache/dubbo/commit/8798d3852ed0e9e82f037e89f9b8cd8b96a17e49,"GOAL: Ensure that protocols are not registered when the register attribute is set to false by configuring register to false by default.
NEED: The protocol register registers a protocol, even when the register attribute is set to false. Besides, the log message is incorrect.","GOAL: Implement support for the protocol-level `register` attribute by removing its always-true default, introducing a `REGISTER_KEY` constant, and conditioning service export/registration logic (and its logging) on the `register` parameter.

NEED: Users reported that setting `register=""false""` on a `<dubbo:protocol>` had no effect—both protocols were still registered and logs continued to show registration—because `ProtocolConfig.isRegister` (and `RegistryConfig.isRegister`) were never consulted and the log message was misleading.",5,2,5,2,,,,,,,
,Dev,2,2,annotator2,CG-FS,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,GOAL: Update the spelling of AcessLogFilter to AccessLogFilter.,GOAL: Correct the typo in AccessLogFilter by changing the logger warning message and corresponding test assertion from “AcessLogFilter” to “AccessLogFilter”.,2,2,,,,,,,,,
,Dev,2,2,annotator2,CG-FS,4762,https://github.com/square/retrofit/commit/9d683b75b111e60d30da8a03335d2ce71f5e8585,"GOAL: Update Retrofit’s coroutine suspension mechanism to use Dispatchers.Default and low-level coroutine intrinsics, instead of relying on yield.
NEED: With the current implementation, it's possible for certain dispatchers to completely avoid yielding, and currently, the immediate dispatchers exhibit this behavior. For this reason, Retrofit crashes with `UndeclaredThrowableException` when using the `suspend` modifier, making multiple requests, or throwing an exception from an interceptor.","GOAL: Migrate the forced‐suspension mechanism in suspendAndThrow from kotlin.coroutines.yield() to Dispatchers.Default using low-level coroutine intrinsics (suspendCoroutineUninterceptedOrReturn, intercepted, resumeWithException) and update tests to use a dispatcher that prevents yield() to verify the new behavior.  
NEED: Yield-based suspension can be skipped by immediate dispatchers, causing exceptions caught in await/awaitNullable to be delivered synchronously into the continuation—where Java proxies then wrap checked exceptions as UndeclaredThrowableException—and Retrofit has no built-in thread pool to defer resumption, so a reliable suspend is needed to avoid these wrapped exceptions observed in suspend functions, interceptors, and non-wrapping adapters.  
ALTERNATIVES: Requiring every suspending interface method to declare checked exceptions with @Throws(IOException::class) or @Throws(Exception::class), or bouncing synchronous exceptions into the continuation via OkHttp’s executor.",5,2,4,2,1,5,,,,,
,Dev,2,2,annotator2,CG-FS,4807,https://github.com/square/retrofit/commit/ac566e1abd3fee77d8d588a2cd97c5056d330d2c,"GOAL: Ensure Retrofit’s eagerlyValidateMethods() ignores static interface methods.
NEED: Retrofit 2.1.0 throws an exception when building a client implementation proxy if the interface has static methods.","GOAL: Modify Retrofit.eagerlyValidateMethods to ignore static interface methods during eager validation, enabling support for Java 8 interface static methods.  
NEED: Retrofit 2.1.0 throws an exception when building a client proxy if the interface defines static methods, because eagerlyValidateMethods does not skip them.  
ALTERNATIVES: Add a Modifier.STATIC check (`(method.getModifiers() & Modifier.STATIC) != Modifier.STATIC`) in eagerlyValidateMethods—either inline or via Platform—to bypass static methods.",5,2,5,2,1,5,,,,,
,Dev,2,2,annotator2,CG-FS,4928,https://github.com/square/retrofit/commit/a307aaac884dc7f1b1ef99f8f94125d8d141dc54,"GOAL: Add an API that returns a list of call adapter factories.
NEED: The developer needed a way to modify the list of CallAdapter.Factory instances in the same way as OkHttpClient.Builder allows access to a mutable list of interceptors. But Retrofit.Builder did not provide an API to retrieve this list.","GOAL: Add a `Retrofit.Builder.callAdapterFactories()` method to expose a modifiable list of `CallAdapter.Factory` instances, providing a sister API to the existing `converterFactories()`.  
NEED: Clients need mutable access to the list of call adapter factories—e.g. when cloning via `newBuilder()` to swap in a new adapter—mirroring the existing support for converter factories and OkHttpClient.Builder’s interceptors.  
ALTERNATIVES: One proposal was to hide default converters by moving them into the `build()` method so they aren’t exposed in the list and to strip them out when copying into a new builder via `newBuilder()`.",5,2,5,3,1,5,,,,,
,Dev,2,2,annotator2,CG-FS,6326,https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7,"GOAL: Adopt Kotlin idioms in the Headers API.
ALTERNATIVES: Using an inline function(forEachHeader()) and changing the internal data store to an array of (name, value) pairs could be used as alternatives.","GOAL: Adopt idiomatic Kotlin in Headers by making Headers implement Iterable<Pair<String, String>>, converting the `size()` method to a `val size`, deprecating the old `size()` function, standardizing `trim()` calls, and replacing all index-based header loops with Kotlin’s destructuring `for ((name, value) in headers)` iteration.  
ALTERNATIVES: Considered providing an inline `forEachHeader()` function but deemed it less flexible, and considered changing the internal storage from alternating names/values to an array of pairs to reduce allocations on repeated iteration.",4,4,,,5,1,,,,,
,Dev,2,2,annotator2,CG-FS,6367,https://github.com/square/okhttp/commit/a1265b6140a8fe336602b969960d4048ebd1d3da,"GOAL: Fix a regression in combining cache headers
NEED: Iterating over the indices of the header names doesn't work because header names are not distinct, and because of this, cached header combinations drop headers.
ALTERNATIVES: Avoiding duplicate headers in the cache, or refactoring the headers to handle duplicates, or rolling back to Retrofit 2.5.0 and OkHttp 3.14.0 could fix the problem.","GOAL: Fix a regression in combining cache headers by changing the header‐combining loops to iterate from 0 until headers.size instead of using names().indices.

NEED: The Kotlin migration introduced iteration over header names via names().indices, but because header names aren’t distinct, names().indices returns too small a range and drops duplicate headers (e.g. content-encoding), causing Retrofit to try parsing a cached gzip response without unzipping it.

ALTERNATIVES: They considered avoiding duplicate headers in the cache or refactoring the Header class to handle duplicate header names.",5,2,5,3,4,1,,,,,
,Dev,2,2,annotator2,CG-FS,20960,https://github.com/spring-projects/spring-boot/commit/9b184e3955d490ccd0181e6917520b8dc100afd4,GOAL: Polish code by updating the log to the logger.,,1,5,,,,,,,,,
,Dev,2,2,annotator2,CG-FS,29742,https://github.com/spring-projects/spring-boot/commit/1c789f1a8d7fea4af7624496197fa931a3d4634d,"GOAL: Remove dependency management for `hibernate-entitymanager` because it is redundant. 
NEED: Since Spring Boot 2.0 supports Hibernate 5.2 as a minimum, the hibernate-entitymanager dependency should be removed, and `hibernate-core` should be used directly instead. The hibernate-entitymanager module was merged into hibernate-core in Hibernate 5.2 and now exists only as an empty artifact for backward compatibility. It is scheduled for removal in Hibernate 6.0. 
ALTERNATIVES: The commit isn’t needed since the artifact may no longer be required, however removing it would go against the policy of providing dependency management for all modules.","GOAL: Remove redundant `hibernate-entitymanager` dependency management entries and POM references across Spring Boot modules, replacing them with direct use of `hibernate-core`.  
NEED: `hibernate-entitymanager` was merged into `hibernate-core` in Hibernate 5.2, leaving it as an empty, backwards‐compatibility artifact slated for removal in Hibernate 6.0; since Spring Boot 2.0 requires Hibernate 5.2+ and that artifact adds nothing, its dependency management is no longer needed.  
ALTERNATIVES: The team considered retaining dependency management for the still-present `hibernate-entitymanager` (harmless in Hibernate 6.0) in line with their policy of managing all library modules, but ultimately opted to remove it.",5,2,5,1,5,1,,,,,
,Dev,1,0,annotator2,CG-ZS,3142,https://github.com/apache/dubbo/commit/8798d3852ed0e9e82f037e89f9b8cd8b96a17e49,"GOAL: Ensure that protocols are not registered when the register attribute is set to false by configuring register to false by default.
NEED: The protocol register registers a protocol, even when the register attribute is set to false. Besides, the log message is incorrect.","GOAL: Introduce and use a REGISTER_KEY parameter (removing the hard-coded default of true) so that when a protocol’s register flag is false the service is only exported locally and not registered in the registry; update logging to report “Register…” only when register=true and “Export…” otherwise.

NEED: The `<dubbo:protocol register=""false""/>` setting was ignored—services with register=false were still being registered (e.g., in Zookeeper) because ProtocolConfig::isRegister was never applied, so the register attribute had no effect.",5,3,1,1,,,,,,,
,Dev,1,0,annotator2,CG-ZS,20960,https://github.com/spring-projects/spring-boot/commit/9b184e3955d490ccd0181e6917520b8dc100afd4,GOAL: Polish code by updating the log to the logger.,"GOAL: Replace the incorrect call to log.debug with the actual logger instance logger.debug in FailureAnalyzers.  
NEED: Ensure the catch block uses the defined logger field (rather than an undefined log), restoring proper debug logging and avoiding compilation errors.",4,4,1,5,,,,,,,
,Dev,2,2,resolved,CG-FS,928,https://github.com/junit-team/junit4/commit/5eee07b3e21f196b8cb937fb88eb8cf4be694f76,"GOAL: Optimize ParentRunner.filter by filtering the elements so that it does not create redundant nested filters for each suite.
NEED: Prior to this change, applying a filter to a nested suite would create redundant nested filters, i.e., for each suite or test class, ParentRunner.filter() called Filter.intersect() again.","GOAL: Optimize ParentRunner.filter for nested suites by removing the fFilter.intersect step and directly applying the passed Filter to each child.  
NEED: Before this change, filtering a nested suite repeatedly called Filter.intersect for each suite or test class, creating redundant nested Filter instances.",4,2,4,1,,,,,,,
,Dev,2,2,resolved,CG-FS,1625,https://github.com/junit-team/junit4/commit/b1d37670892cd885b87a7c62d7c5808517fd20b6,GOAL: Remove the variable from the MaxStarterTest class because it was unused.,GOAL: Remove the unused variable `fMessage` from `MaxStarterTest`.,4,2,,,,,,,,,
,Dev,2,2,resolved,CG-FS,3142,https://github.com/apache/dubbo/commit/8798d3852ed0e9e82f037e89f9b8cd8b96a17e49,"GOAL: Ensure that protocols are not registered when the register attribute is set to false by configuring register to false by default.
NEED: The protocol register registers a protocol, even when the register attribute is set to false. Besides, the log message is incorrect.","GOAL: Implement support for the protocol-level `register` attribute by removing its always-true default, introducing a `REGISTER_KEY` constant, and conditioning service export/registration logic (and its logging) on the `register` parameter.

NEED: Users reported that setting `register=""false""` on a `<dubbo:protocol>` had no effect—both protocols were still registered and logs continued to show registration—because `ProtocolConfig.isRegister` (and `RegistryConfig.isRegister`) were never consulted and the log message was misleading.",5,2,5,2,,,,,,,
,Dev,2,2,resolved,CG-FS,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,GOAL: Update the spelling of AcessLogFilter to AccessLogFilter.,GOAL: Correct the typo in AccessLogFilter by changing the logger warning message and corresponding test assertion from “AcessLogFilter” to “AccessLogFilter”.,4,2,,,,,,,,,
,Dev,2,2,resolved,CG-FS,4762,https://github.com/square/retrofit/commit/9d683b75b111e60d30da8a03335d2ce71f5e8585,"GOAL: Update Retrofit’s coroutine suspension mechanism to use Dispatchers.Default and low-level coroutine intrinsics, instead of relying on yield.
NEED: With the current implementation, it's possible for certain dispatchers to completely avoid yielding, and currently, the immediate dispatchers exhibit this behavior. For this reason, Retrofit crashes with `UndeclaredThrowableException` when using the `suspend` modifier, making multiple requests, or throwing an exception from an interceptor.","GOAL: Migrate the forced‐suspension mechanism in suspendAndThrow from kotlin.coroutines.yield() to Dispatchers.Default using low-level coroutine intrinsics (suspendCoroutineUninterceptedOrReturn, intercepted, resumeWithException) and update tests to use a dispatcher that prevents yield() to verify the new behavior.  
NEED: Yield-based suspension can be skipped by immediate dispatchers, causing exceptions caught in await/awaitNullable to be delivered synchronously into the continuation—where Java proxies then wrap checked exceptions as UndeclaredThrowableException—and Retrofit has no built-in thread pool to defer resumption, so a reliable suspend is needed to avoid these wrapped exceptions observed in suspend functions, interceptors, and non-wrapping adapters.  
ALTERNATIVES: Requiring every suspending interface method to declare checked exceptions with @Throws(IOException::class) or @Throws(Exception::class), or bouncing synchronous exceptions into the continuation via OkHttp’s executor.",5,2,4,3,1,5,,,,,
,Dev,2,2,resolved,CG-FS,4807,https://github.com/square/retrofit/commit/ac566e1abd3fee77d8d588a2cd97c5056d330d2c,"GOAL: Ensure Retrofit’s eagerlyValidateMethods() ignores static interface methods.
NEED: Retrofit 2.1.0 throws an exception when building a client implementation proxy if the interface has static methods.","GOAL: Modify Retrofit.eagerlyValidateMethods to ignore static interface methods during eager validation, enabling support for Java 8 interface static methods.  
NEED: Retrofit 2.1.0 throws an exception when building a client proxy if the interface defines static methods, because eagerlyValidateMethods does not skip them.  
ALTERNATIVES: Add a Modifier.STATIC check (`(method.getModifiers() & Modifier.STATIC) != Modifier.STATIC`) in eagerlyValidateMethods—either inline or via Platform—to bypass static methods.",5,3,5,2,1,5,,,,,
,Dev,2,2,resolved,CG-FS,4928,https://github.com/square/retrofit/commit/a307aaac884dc7f1b1ef99f8f94125d8d141dc54,"GOAL: Add an API that returns a list of call adapter factories.
NEED: The developer needed a way to modify the list of CallAdapter.Factory instances in the same way as OkHttpClient.Builder allows access to a mutable list of interceptors. But Retrofit.Builder did not provide an API to retrieve this list.","GOAL: Add a `Retrofit.Builder.callAdapterFactories()` method to expose a modifiable list of `CallAdapter.Factory` instances, providing a sister API to the existing `converterFactories()`.  
NEED: Clients need mutable access to the list of call adapter factories—e.g. when cloning via `newBuilder()` to swap in a new adapter—mirroring the existing support for converter factories and OkHttpClient.Builder’s interceptors.  
ALTERNATIVES: One proposal was to hide default converters by moving them into the `build()` method so they aren’t exposed in the list and to strip them out when copying into a new builder via `newBuilder()`.",5,2,5,2,1,5,,,,,
,Dev,2,2,resolved,CG-FS,6326,https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7,"GOAL: Adopt Kotlin idioms in the Headers API.
ALTERNATIVES: Using an inline function(forEachHeader()) and changing the internal data store to an array of (name, value) pairs could be used as alternatives.","GOAL: Adopt idiomatic Kotlin in Headers by making Headers implement Iterable<Pair<String, String>>, converting the `size()` method to a `val size`, deprecating the old `size()` function, standardizing `trim()` calls, and replacing all index-based header loops with Kotlin’s destructuring `for ((name, value) in headers)` iteration.  
ALTERNATIVES: Considered providing an inline `forEachHeader()` function but deemed it less flexible, and considered changing the internal storage from alternating names/values to an array of pairs to reduce allocations on repeated iteration.",4,4,,,5,2,,,,,
,Dev,2,2,resolved,CG-FS,6367,https://github.com/square/okhttp/commit/a1265b6140a8fe336602b969960d4048ebd1d3da,"GOAL: Fix a regression in combining cache headers
NEED: Iterating over the indices of the header names doesn't work because header names are not distinct, and because of this, cached header combinations drop headers.
ALTERNATIVES: Avoiding duplicate headers in the cache, or refactoring the headers to handle duplicates, or rolling back to Retrofit 2.5.0 and OkHttp 3.14.0 could fix the problem.","GOAL: Fix a regression in combining cache headers by changing the header‐combining loops to iterate from 0 until headers.size instead of using names().indices.

NEED: The Kotlin migration introduced iteration over header names via names().indices, but because header names aren’t distinct, names().indices returns too small a range and drops duplicate headers (e.g. content-encoding), causing Retrofit to try parsing a cached gzip response without unzipping it.

ALTERNATIVES: They considered avoiding duplicate headers in the cache or refactoring the Header class to handle duplicate header names.",5,2,5,3,3,1,,,,,
,Dev,2,2,resolved,CG-FS,20960,https://github.com/spring-projects/spring-boot/commit/9b184e3955d490ccd0181e6917520b8dc100afd4,GOAL: Polish code by updating the log to the logger.,,1,5,,,,,,,,,
,Dev,2,2,resolved,CG-FS,29742,https://github.com/spring-projects/spring-boot/commit/1c789f1a8d7fea4af7624496197fa931a3d4634d,"GOAL: Remove dependency management for `hibernate-entitymanager` because it is redundant. 
NEED: Since Spring Boot 2.0 supports Hibernate 5.2 as a minimum, the hibernate-entitymanager dependency should be removed, and `hibernate-core` should be used directly instead. The hibernate-entitymanager module was merged into hibernate-core in Hibernate 5.2 and now exists only as an empty artifact for backward compatibility. It is scheduled for removal in Hibernate 6.0. 
ALTERNATIVES: The commit isn’t needed since the artifact may no longer be required, however removing it would go against the policy of providing dependency management for all modules.","GOAL: Remove redundant `hibernate-entitymanager` dependency management entries and POM references across Spring Boot modules, replacing them with direct use of `hibernate-core`.  
NEED: `hibernate-entitymanager` was merged into `hibernate-core` in Hibernate 5.2, leaving it as an empty, backwards‐compatibility artifact slated for removal in Hibernate 6.0; since Spring Boot 2.0 requires Hibernate 5.2+ and that artifact adds nothing, its dependency management is no longer needed.  
ALTERNATIVES: The team considered retaining dependency management for the still-present `hibernate-entitymanager` (harmless in Hibernate 6.0) in line with their policy of managing all library modules, but ultimately opted to remove it.",5,2,5,1,5,3,,,,,
1,Test,3,2,annotator1,CG-FS,230,https://github.com/junit-team/junit4/commit/eedd1f68fbd014beca60c979e8173c271ea5cf2d,"GOAL: Make the name variable in the TestName class volatile by adding the volatile keyword.
NEED: Ensures the name is published across threads correctly, for instance, if a parallelized runner is used. It also improves safety when a variable is used in multiple threads with almost no processing overhead.","GOAL: Make the TestName rule’s private name field volatile.  
NEED: Ensures the test name is safely published across threads (for example under parallel runners), guards against undefined behavior if threads are later reused (e.g. by Timeout), and comes at almost no performance cost.",4,2,5,2,,,,,,,
1,Test,3,2,annotator1,CG-FS,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,"GOAL: Improve the implementation of ParallelComputer using Executors by calling awaitTermination() instead of the thread-unsafe ArrayList and Callable.
NEED: Improve the implementation of ParallelComputer by avoiding a thread-unsafe ArrayList.","GOAL: Refactor ParallelComputer’s RunnerScheduler to use Executors.newCachedThreadPool(), submitting runnables directly and awaiting termination via ExecutorService.awaitTermination(…, TimeUnit.NANOSECONDS), thereby removing the manual Future/Callable list, the thread-unsafe ArrayList, and providing a cleaner, JDK 5-compatible implementation.

NEED: The original code tracked Futures in a non-thread-safe ArrayList and wrapped each Runnable in a Callable, and it introduced TimeUnit.DAYS (a Java 6-only constant), causing compilation failures on Java 5 and unsafe parallel scheduling; a simpler, thread-safe approach compatible with JDK 5 was required.

ALTERNATIVES: Switch to a JDK 5-supported TimeUnit constant (for example, NANOSECONDS) since awaitTermination internally converts the timeout to nanoseconds, achieving identical behavior without relying on the Java 6-only DAYS constant.",5,2,4,3,1,5,,,,,
1,Test,3,2,annotator1,CG-FS,1067,https://github.com/junit-team/junit4/commit/e857122bff2a9774c4f44df4a7d531b902e406df,"GOAL: Make the TestWatcher class abstract by adding the abstract keyword and update Javadoc examples for ExpectedException.
NEED: The Javadoc examples for ExpectedException showed creation via a public constructor, but it had a private constructor.","GOAL: Fix issue 30 by updating the ExpectedException Javadoc example to use ExpectedException.none() instead of its private constructor, and make TestWatcher abstract.  
NEED: The ExpectedException Javadoc incorrectly shows instantiation via new ExpectedException(), but it should call the static factory method ExpectedException.none().",4,2,4,2,,,,,,,
,Test,3,2,annotator1,CG-FS,1098,https://github.com/junit-team/junit4/commit/c85c6147ada5ad1afdd3be10769670d309730132,"GOAL: Update newFolder(String) to support paths with a file separator.
NEED: In JUnit 4.11, a regression was introduced where the newFolder(String) no longer supports paths with a file separator. ","GOAL: Fix a regression in TemporaryFolder.newFolder(String) by once again supporting relative paths that include slashes or file‐separator characters—removing the old regex/Pattern logic in favor of File.mkdirs(), adding a check that absolute paths throw a clear IOException, and adding tests for both forward‐slash and platform‐specific separators.

NEED: In JUnit 4.11 newFolder(String) stopped supporting multi-component paths and produced misleading “already exists” errors (breaking tests), despite no documentation restriction; restoring slash-handling and improving error messages prevents breaking existing code and aligns behavior with user expectations.

ALTERNATIVES: Considered outright forbidding separators (with updated docs and explicit error checks), extending newFolder(String...) to accept slashes for consistency with java.nio.file.Paths.get, parsing slash-delimited inputs by iterating File.getParent(), rewriting the method to use mkdirs(), or renaming the “folder” parameter to “path.”",5,3,4,3,1,5,,,,,
1,Test,3,2,annotator1,CG-FS,1456,https://github.com/junit-team/junit4/commit/445ea85dd748e4e83cf7be5940b41df95b3ffa8d,GOAL: Minor formatting changes in the test.,"GOAL: Implement a fix for issue #380 so that @BeforeClass, @AfterClass and @ClassRules only run when there are tests to be executed—by retrieving the list of filtered children up front, filtering out ignored methods via a new FrameworkMethod.isIgnored(), overriding in BlockJUnit4ClassRunner to honor @Ignore, and returning a special no-op Statement when no tests remain.

NEED: Currently, @BeforeClass and @AfterClass methods (and ClassRules) are still executed even if all test methods are ignored or filtered out; setup/teardown and rules should not run when there are no tests to run.

ALTERNATIVES: Proposed alternatives included not special-casing @Ignore (since ParentRunner is unaware of it), moving the “will this test run?” logic into ParentRunner subclasses via abstract or concrete hooks, leaving ignored children in the filtered list and introducing a hasTestsToRun check, deferring fireTestIgnored to child runners, or simply simplifying by calling getFilteredChildren() earlier.",2,4,1,5,1,5,,,,,
1,Test,3,2,annotator2,CG-FS,2669,https://github.com/apache/dubbo/commit/5576991be387d00fa707655b0a0de0010b1f13a7,"GOAL: Revert the change introduced in pull request #5814, which tried to prevent the DubboShutdownHook.destroyAll() method from being called twice when using Spring.
NEED: The previous fix worked when using spring. But it may not work properly when using the raw Dubbo API, for example, using ServiceConfig or ReferenceConfig directly. So this reversion is needed to apply a different solution.","GOAL: Revert the change from PR #5814 (commit 5194791f…) that prevented DubboShutdownHook.destroyAll from being invoked twice, restoring its invocation before the started/destroyed checks in DubboBootstrap.destroy.  
NEED: for compatibility purpose",4,2,1,1,,,,,,,
,Test,3,2,annotator1,CG-FS,1459,https://github.com/junit-team/junit4/commit/309edadfd8a7169e99571d36ec31cacfaabb2fe1,"GOAL: Make the inner class, i.e., TheoryAnchor, static in the Theories class.","GOAL: Make the inner class TheoryAnchor static by importing TestClass, changing its constructor to accept and store a TestClass (with a new getter), and updating methodBlock to pass getTestClass().",4,3,,,,,,,,,
1,Test,3,2,annotator1,CG-FS,1672,https://github.com/junit-team/junit4/commit/3cd86b7018f2c57f10d671d007d08caa74463c09,NEED: Remove unnecessary array conversion for `Constructor#newInstance(Object ... initargs)` because it does not need any array.,"GOAL: Simplify AnnotatedBuilder.buildRunner by passing arguments directly to Constructor#newInstance instead of wrapping them in an explicit Object[] array.  
NEED: The varargs signature Constructor#newInstance(Object... initargs) makes the explicit array redundant, and IDE inspections flag the unnecessary array creation.",1,5,5,2,,,,,,,
,Test,3,2,annotator1,CG-FS,1952,https://github.com/junit-team/junit4/commit/469dcc78a7610916ffa29e2cefc21f80430df8c0,GOAL: Update the project’s version to 4.6.,GOAL: Update the project version from “4.6-RC1” to “4.6” by changing the version property in build.xml and the return value in Version.id().,5,2,,,,,,,,,
1,Test,3,2,resolved,CG-FS,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,"GOAL: Improve the implementation of ParallelComputer using Executors by calling awaitTermination() instead of the thread-unsafe ArrayList and Callable.
NEED: Improve the implementation of ParallelComputer by avoiding a thread-unsafe ArrayList.","GOAL: Refactor ParallelComputer’s RunnerScheduler to use Executors.newCachedThreadPool(), submitting runnables directly and awaiting termination via ExecutorService.awaitTermination(…, TimeUnit.NANOSECONDS), thereby removing the manual Future/Callable list, the thread-unsafe ArrayList, and providing a cleaner, JDK 5-compatible implementation.

NEED: The original code tracked Futures in a non-thread-safe ArrayList and wrapped each Runnable in a Callable, and it introduced TimeUnit.DAYS (a Java 6-only constant), causing compilation failures on Java 5 and unsafe parallel scheduling; a simpler, thread-safe approach compatible with JDK 5 was required.

ALTERNATIVES: Switch to a JDK 5-supported TimeUnit constant (for example, NANOSECONDS) since awaitTermination internally converts the timeout to nanoseconds, achieving identical behavior without relying on the Java 6-only DAYS constant.",5,2,4,3,1,5,2.068965517,2.903225806,3.096774194,2.480620155,2.671537256
1,Test,3,2,annotator1,CG-FS,2669,https://github.com/apache/dubbo/commit/5576991be387d00fa707655b0a0de0010b1f13a7,"GOAL: Revert the change introduced in pull request #5814, which tried to prevent the DubboShutdownHook.destroyAll() method from being called twice when using Spring.
NEED: The previous fix worked when using spring. But it may not work properly when using the raw Dubbo API, for example, using ServiceConfig or ReferenceConfig directly. So this reversion is needed to apply a different solution.","GOAL: Revert the change from PR #5814 (commit 5194791f…) that prevented DubboShutdownHook.destroyAll from being invoked twice, restoring its invocation before the started/destroyed checks in DubboBootstrap.destroy.  
NEED: for compatibility purpose",4,3,2,2,,,,,,,
