,,,,,,,O4-mini Evaluation,,,,,,GPT 5.2 Evaluation,,,,,,Gemini Evaluation,,,,,
CG-FS,https://github.com/square/retrofit/commit/f939189f3b825beb66a499686b9f6ca0f3a70cc1,4841,"GOAL: Expose a static factory for Invocation and modify the internals of how an Invocation gets instantiated and set as a tag on the Request.
NEED: Ensure future changes, especially pr #2886, are easier to land by modifying the instantiation of Invocation.","GOAL: Expose a public static factory method (Invocation.of) for creating Invocation instances and refactor the internals—moving Invocation instantiation out of RequestBuilder and adjusting how it’s tagged on the Request.

NEED: Simplify landing a future change (issue #2886) by making Invocation creation and tagging more modular.","GOAL: Expose a static factory (`Invocation.of`) for creating `Invocation` instances, and rework how `Invocation` is instantiated and attached as a tag on the OkHttp `Request` (move tagging out of `RequestBuilder` and into `RequestFactory`, with `RequestBuilder` returning a `Request.Builder` via `get()`).

NEED: This refactor “will make a future change easier to land” and “makes #2886 simpler to integrate.”","GOAL: Expose a static factory for Invocation and rework the internal logic of how an Invocation is instantiated and set as a tag on the Request.

NEED: This change will make future changes easier to land and specifically makes #2886 simpler to integrate.",5,2,4,1,,,5,3,4,1,,,5,2,4,1,,
CG-FS,https://github.com/square/retrofit/commit/329a9fda122f29a40f49482d421f260bf148ee83,4882,"GOAL: Allow Response.success() to accept a custom HTTP status code.
NEED: Tests were previously limited to returning only a 200 OK response. It was not possible to verify behavior for other successful codes (e.g., 204 No Content). This change helps to write tests against different “successful” HTTP codes (e.g., 204).","GOAL: Add a new overload of Response.success(int code, T body) that creates a synthetic successful response with the specified HTTP status code and deserialized body.

NEED: Enable tests to set the “success” HTTP status code (for example, 204 No Content) when using Response.success, so behavior for different success codes can be verified.","GOAL: Add an overload `Response.success(int code, @Nullable T body)` to create a synthetic successful response with a caller-specified 2xx HTTP status code, and add a test validating the returned response fields for a non-default success code (e.g., 204).

NEED: When writing tests using Retrofit, developers need to be able to set the “success” HTTP status code so they can verify behavior for different successful status codes (such as `204 No Content`), not just a default success response.","GOAL: Provide the ability to add an HTTP status code to `Response.success` to create a synthetic successful response with a specified status code and deserialized body.

NEED: When writing tests using Retrofit, developers need a way to set the ""success"" HTTP status code to verify the functionality of specific status codes, such as 204 No Content.",5,2,5,1,,,5,3,5,2,,,5,2,4,2,,
CG-FS,https://github.com/square/retrofit/commit/84c3bd70694aecf0a87a4c6e5935b40d2ac7426a,4960,GOAL: Validate the TypeArguments before setting the object's fields and cloning the TypeArguments.,"GOAL: Validate the typeArguments first and then clone them, by moving the validation before the cloning in ParameterizedTypeImpl.",GOAL: Move validation of `typeArguments` to occur before cloning them in `Utils.ParameterizedTypeImpl` (first validate the `typeArguments` and then clone/assign them).,GOAL: Move the validation of type arguments to occur before cloning the array and assigning fields within the ParameterizedTypeImpl constructor.,5,1,,,,,5,2,,,,,5,2,,,,
CG-FS,https://github.com/square/retrofit/commit/863030b551bc2e3447c5dde55d6bcc312218de6f,5371,GOAL: Add documentation about the getBody() method when the function can return null.,GOAL: Add documentation to indicate that RetrofitError.getBody() and getBodyAs(Type) return null when there is no response.,GOAL: Add documentation to `RetrofitError#getBody()` and `getBodyAs(Type)` clarifying that the converted HTTP response body is `null` when there is no response.,GOAL: Add documentation to the `getBody` and `getBodyAs` methods in `RetrofitError.java` to clarify that they return `null` if there is no response.,5,2,,,,,5,2,,,,,5,2,,,,
CG-FS,https://github.com/square/retrofit/commit/932f228158e6bea03700f62cda93113c7b9c7a7d,5430,GOAL: Remove whitespace from the class JavaDoc of the ChangeableServer class.,"GOAL: Clean up whitespace in ChangeableServer.java’s class-level Javadoc, aligning the asterisks and formatting the @deprecated tag.",GOAL: Adjust whitespace/formatting in `ChangeableServer` Javadoc comments (including the `@deprecated` block) to match the project’s style.,GOAL: Update whitespace formatting in the ChangeableServer class Javadoc.,5,2,,,,,5,2,,,,,5,1,,,,
CG-FS,https://github.com/square/retrofit/commit/dea55b54a1ea55d7324cb76a53332f54eae30cbb,5497,"GOAL: Ensure an encoded path is cast to @EncodedPath instead of @Path to avoid a crash.
NEED: Since an encoded path is wrongfully being cast to @Path instead of @EncodedPath, the current implementation crashes. ","GOAL: Ensure @EncodedPath is not cast to @Path when parsing method parameters by handling it in its own branch in parseParameters, extracting its value via ((EncodedPath)…​).value(), validating the name with validatePathName, assigning ParamUsage.ENCODED_PATH, and adding tests to verify correct handling.

NEED: Fix a crash when using @EncodedPath, which occurred because EncodedPath was previously treated as a Path annotation and never fully parsed or validated, so invalid declarations went undetected.","GOAL: Ensure `@EncodedPath` is not cast to `@Path` when processing a method by handling `@Path` and `@EncodedPath` in separate branches with shared path-name validation, fix `@EncodedQuery` to read its own annotation value, and update/add tests so the parameter declarations are valid and cover encoded path/query cases.

NEED: Fix a crash when using `@EncodedPath`; this wasn’t throwing an error before because the code never did the full parse, so the incorrect cast only surfaced once full parameter parsing/validation occurred.","GOAL: Ensure @EncodedPath is not incorrectly cast to @Path during method processing. Fix a bug where @EncodedQuery was incorrectly cast to @Query and update method declarations in tests to be valid.

NEED: Using @EncodedPath caused crashes due to incorrect casting. Additionally, some invalid parameter declarations were not throwing errors previously because full parsing was not being performed.",4,3,5,2,,,4,3,5,2,,,4,3,4,2,,
CG-FS,https://github.com/square/retrofit/commit/e1278d2d76f7594d5b34692b1a00a2f32e549005,5500,GOAL: Fix auto-formatting created by IntelliJ.,GOAL: Fix IntelliJ auto-formatting in RestAdapter.java by adjusting the placement of the author Javadoc tags.,"GOAL: Fix IntelliJ auto-formatting by adjusting the `RestAdapter` class Javadoc, specifically moving the `@author` tags to a location that formats correctly.",GOAL: Fix IntelliJ auto-formatting by moving the author tags to the proper location at the end of the RestAdapter class Javadoc.,5,2,,,,,5,2,,,,,5,2,,,,
CG-FS,https://github.com/square/retrofit/commit/9fd4efb16c021df0d94a7dab3d23b24d4188787a,5532,GOAL: Update Javadoc to correct annotation @Path instead of @Part.,GOAL: Update the Javadoc for addPathParam to reference the @Path annotation (retrofit.http.Path) instead of the incorrect @Part annotation.,GOAL: Correct the `RequestInterceptor.RequestFacade#addPathParam` Javadoc to reference the proper `@Path` annotation (instead of `@Part`).,GOAL: Correct the Javadoc for the addPathParam method to point to the proper annotation (@Path instead of @Part).,5,2,,,,,5,2,,,,,5,2,,,,
CG-FS,https://github.com/square/retrofit/commit/a6025429e62a58d107b8d9385e68c4a058ac6615,5635,GOAL: Restore the FINE level logging of the HTTP response body.,"GOAL: Restore FINE logging of HTTP response body and properly chunk the content string when logging.  
NEED: Since Logcat truncates log messages at around 4096 characters, unchunked long HTTP responses were being cut off—making debugging (e.g., of endpoints like payments/list) very difficult.  
ALTERNATIVES: Create one giant string of the response body and then log it in LOG_CHUNK_SIZE-character chunks.","GOAL: Restore `Level.FINE` logging of the HTTP response body in `RestAdapter`, adding a `logResponseBody` helper that logs the status/URL/elapsed time and emits the body in chunks sized by `LOG_CHUNK_SIZE` (4000).

NEED: Logcat truncates log lines at 4096 characters, so the response body needs to be chunked (allowing room for prefixes); losing full response-body logging made debugging endpoints (e.g., payments/list) “a real nightmare.”

ALTERNATIVES: Instead of logging per-chunk directly, an alternative suggested was to build one giant string first and then log `LOG_CHUNK_SIZE` characters at a time.","GOAL: Restore FINE logging of the HTTP response body and ensure the content body is properly chunked during logging.

NEED: The lack of response body logging made debugging certain requests difficult. Chunking the output is necessary because Logcat truncates messages at 4096 characters; using a 4000-character chunk size accounts for log prefixing.

ALTERNATIVES: Making one giant string and then logging LOG_CHUNK_SIZE characters at a time.",5,2,1,5,1,5,5,3,1,5,1,5,5,2,1,5,1,5
CG-FS,https://github.com/square/retrofit/commit/8ed51663314976594f4d4dfb8aa142e887fb8041,5744,"GOAL: Fix style nits per review.
NEED: To address the reviewer's request","GOAL: Consolidate the @SuppressWarnings(""unchecked"") annotations onto the same line as each test method declaration in RestAdapterTest to fix style nits per review.","GOAL: Fix style nits per review by reformatting the `@SuppressWarnings(""unchecked"")` annotation in `RestAdapterTest` so it appears on the same line as each affected test method declaration.",GOAL: Fix style nits identified during review by reformatting `@SuppressWarnings` annotations to appear on the same line as method signatures in `RestAdapterTest.java`.,5,2,1,5,,,5,2,1,5,,,5,2,1,5,,
CG-FS,https://github.com/square/okhttp/commit/40a683203d29228bac0516fd0f63c86eb8bf49a3,5851,GOAL: Move osgi tests to Junit 5.,GOAL: Migrate OSGi tests from JUnit 4 to JUnit 5 by replacing org.junit.Before/Test imports and annotations with org.junit.jupiter.api.BeforeEach/Test.,"GOAL: Move the OSGi tests to JUnit 5 by switching `OsgiTest` from JUnit 4 annotations/imports (`@Before`) to JUnit Jupiter equivalents (`@BeforeEach`, `org.junit.jupiter.api.Test`).",GOAL: Move OSGi tests from JUnit 4 to JUnit 5.,5,2,,,,,5,2,,,,,5,1,,,,
CG-FS,https://github.com/square/okhttp/commit/5a17198acef96906dc6698245ad3192a1b4f6384,6844,GOAL: Remove experimental doc for EventListener.,"GOAL: Remove the “unstable preview”/experimental API warnings from EventListener and its Factory interface documentation.  
NEED: The EventListener API hasn’t changed recently, and retaining the experimental warnings made it awkward to adopt downstream.","GOAL: Remove the “unstable preview / non-final API” experimental warning documentation from `EventListener` and `EventListener.Factory` Javadocs.

NEED: Nothing about `EventListener` has been changing recently, and keeping the experimental warning makes it awkward to suggest adopting this API downstream.","GOAL: Remove the experimental documentation for the EventListener API and its Factory interface.

NEED: The API has not changed recently, and maintaining the ""unstable preview"" warning is awkward when recommending that downstream users adopt the API.",5,3,1,5,,,5,3,1,5,,,5,2,1,5,,
CG-FS,https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d,7022,GOAL: Implement IOException instead of Throwable in EventListener API,"GOAL: Switch the EventListener API (and its implementations and tests) to use IOException instead of Throwable for all failure callbacks.

NEED: Align EventListener with OkHttp’s Callback.onFailure signature by restricting failure parameters to IOExceptions—which represent network I/O errors—and avoid the overly broad Throwable type that could mask unchecked exceptions (e.g., listener NPEs) and confuse failure semantics.","GOAL: Update the EventListener API to use `IOException` instead of `Throwable` for failure parameters (e.g., `dnsEnd`, `connectEnd`, `secureConnectEnd`, request/response end events, `callEnd`), and adjust OkHttp internals (`RealConnection`, `RouteSelector`), the `RecordingEventListener`, and related tests to pass and assert the new `ioe` field.

NEED: Align EventListener failure reporting with `Call.enqueue`/`Callback.onFailure`, which models call failures as `IOException` for cancellation, connectivity problems, or timeouts (“Because networks can fail during an exchange…”); the change was guided by that API after it was suggested. The author also noted that making an `EventListener` throw an NPE “just broke” execution and `onFailure` was never delivered, and they expected an `IOException` that wrapped the NPE—reinforcing that these callbacks should be centered around `IOException` rather than arbitrary `Throwable`.","GOAL: Update the EventListener API to use `IOException` instead of `Throwable` for reporting failures in events such as `dnsEnd`, `connectEnd`, and `callEnd`.

NEED: This change aligns the `EventListener` API with existing OkHttp patterns like `call.enqueue` and the `Callback` interface. Using `Throwable` was problematic because non-IOExceptions (like a `NullPointerException`) could break the execution flow rather than being caught and reported as a standard failure. Moving to `IOException` ensures that only recoverable network or execution failures are passed to the listener.",5,2,1,5,,,5,3,1,5,,,5,2,1,5,,
CG-FS,https://github.com/square/okhttp/commit/caec3c711887b16852c9a4b1bd6d795f3f1b9ca4,7143,"GOAL: Fix the CertificateChainCleanerTest for Java 9 by using a TrustManager created using SslClient.
NEED: Avoid a dependency on JDK versions lower than 9 by using a TrustManager created using SslClient.","GOAL: Fix CertificateChainCleanerTest for Java 9 by replacing Platform.get().trustManager((SSLSocketFactory)) with a TrustManager obtained from a new SslClient.Builder().build().  
NEED: On JDK 9+, calling clientBuilder.sslSocketFactory(SSLSocketFactory) via Platform.trustManager throws UnsupportedOperationException, so using SslClient’s built-in TrustManager avoids this unsupported API and prevents the test from failing.","GOAL: Fix `CertificateChainCleanerTest` for Java 9 by changing `equalsFromTrustManager()` to obtain its `X509TrustManager` from a newly built `SslClient` (`client.trustManager`) instead of calling `Platform.trustManager(SSLSocketFactory.getDefault())`.

NEED: The test was failing on JDK 9+ with `UnsupportedOperationException` because `clientBuilder.sslSocketFactory(SSLSocketFactory)`/`Jdk9Platform.trustManager(SSLSocketFactory)` is not supported; using a `TrustManager` created via `SslClient` avoids a dependency on pre–JDK 9 behavior.","GOAL: Fix CertificateChainCleanerTest for Java 9 by using a TrustManager created through SslClient.

NEED: The test was failing on JDK 9+ with a java.lang.UnsupportedOperationException because the method for obtaining a trust manager from the platform's SSLSocketFactory is not supported on Java 9 and above. This change avoids a dependency on legacy behavior from older JDK versions.",5,2,5,2,,,5,2,5,2,,,5,1,5,2,,
CG-FS,https://github.com/square/okhttp/commit/4ab6a8258b0df3a3528029f810e1f48952dba2d7,7488,"GOAL: Remove the old SSL protocol method.
NEED: As this is an obscure API, no one uses it.","GOAL: Remove the deprecated SSL protocol method (getSslProtocol) and its supporting tlsVersionJavaName implementations from RecordedRequest, OkHttpClient, and Internal.  
NEED: The old SSL protocol API is obscure and unused, so it can be safely deleted.","GOAL: Remove the old SSL protocol API by deleting `RecordedRequest.getSslProtocol()` and the related internal `Internal.tlsVersionJavaName()` hook (and its `OkHttpClient` implementation), leaving `RecordedRequest.getTlsVersion()` as the supported way to access the TLS version.

NEED: The removed SSL protocol method was an obscure API that no one was using, so it was best to just delete it.","GOAL: Remove the old SSL protocol method and its associated internal API.

NEED: This is an obscure API that is no longer being used.",5,3,5,1,,,5,3,5,1,,,5,2,5,1,,
CG-FS,https://github.com/square/okhttp/commit/117ebac9e235cf9e614237cd6c246d0dac5e0142,7602,"GOAL: Update to Okio 1.1.0.
ALTERNATIVES: Update copyTo() function by adding cacheBody.emitCompleteSegments().","GOAL: Upgrade Okio to version 1.1.0 and refactor code to wrap raw Sink instances in BufferedSink, replacing manual buffer writes with the new emit() and emitCompleteSegments() methods.  
NEED: The previous cache‐write logic was copying the leading bytes of the buffer instead of the trailing `byteCount` suffix, so it needed to copy the correct suffix into the cache.  
ALTERNATIVES: The review considered enhancing Buffer.copyTo() to auto-flush its segments or simply calling cacheBody.emitCompleteSegments(); since copyTo() is defined on Buffer and can’t be changed, explicit emitCompleteSegments() calls were added.","GOAL: Update the project to Okio 1.1.0 and adjust OkHttp code to use Okio’s newer `BufferedSink` APIs (wrap cache bodies with `Okio.buffer(...)`, replace manual buffer draining with `BufferedSink.emit()`, and use `Buffer.copyTo(...)` plus `emitCompleteSegments()` instead of cloning and writing).

NEED: Fix caching so it writes the correct bytes: the `read`-length **suffix** of the buffer (the bytes just read), not the `read`-length prefix.

ALTERNATIVES: Considered having `copyTo()` implicitly call `cacheBody.emitCompleteSegments()`, but that can’t be fixed in `copyTo()` because it’s defined on `Buffer` rather than on `BufferedSink`; instead an explicit `cacheBody.emitCompleteSegments()` call is added.","GOAL: Update the Okio dependency to version 1.1.0 and refactor internal caching logic in HttpConnection and SpdyTransport to utilize BufferedSink and its new methods, such as emit() and emitCompleteSegments().

NEED: The update addresses a logic issue where the code was copying the prefix of the buffer, when it actually required the suffix. Additionally, it replaces inefficient buffer cloning and skipping with more direct copyTo() operations to the cache body.

ALTERNATIVES: Developers considered modifying copyTo() to automatically handle segment emission (emitCompleteSegments). However, this was not feasible because copyTo() is defined on the Buffer class, while segment emission is a functionality of BufferedSink.",5,2,1,5,5,3,5,2,1,5,5,3,5,2,1,5,5,3
CG-FS,https://github.com/square/okhttp/commit/2e07d308d2189e9ffef4fa958fa20f467ffdcfe5,7970,"GOAL: Create a custom trust recipe including a copy-and-pasteable method for converting an InputStream of PEM files into an SSLContext.
NEED: To meet the developer's need, for example, loading a self-signed certificate, a custom trust recipe is provided, so that they can replace the host platform's built-in trusted certificates with custom ones. It is useful where certificate authority-trusted certificates aren't available, or in production, to avoid reliance on third-party certificate authorities.","GOAL: Introduce a CustomTrust recipe with a method to produce an InputStream of PEM certificates and a copy-and-pasteable method to convert that InputStream into an SSLContext trusting only those certificates, then configure an OkHttpClient with this SSLContext and include warnings about the dangers of custom trust stores.

NEED: Developers need an OkHttpClient API to trust PEM-encoded certificates directly—avoiding BKS/JKS keystores—for self-signed or custom CAs, so they can replace the platform’s built-in trust store in development or production, and requested a recipe for customizing OkHttp trust settings.

ALTERNATIVES: Applications could bundle PEM files as resource files instead of embedding them in code, generate JKS/BKS keystores from PEM and register a custom SslSocketFactory with OkHttpClient, use CertificatePinner to limit the platform trust store, or extend OkHttp to accept PEM files natively.","GOAL: Add a “Custom trust” recipe sample that shows how to register a custom SSL socket factory on an OkHttpClient, including a large copy-and-pasteable method that converts an InputStream of PEM certificates into an SSLContext, plus warnings about how dangerous customizing trusted certificates can be.

NEED: Provide a recipe for customizing trust (including self-signed certificates) by trusting a custom set of certificates, which is useful in development when CA-trusted certificates aren’t available and can also be used in production to avoid reliance on third-party certificate authorities; Java and Android can read .pem files directly without distributing BKS/JKS store files (and their passwords, which don’t add security).

ALTERNATIVES: Use CertificatePinner to limit trusted certificates while still using the platform trust store; load PEMs from a bundled resource file instead of embedding them as strings; create a sample program that accepts .pem and emits .jks/.bks; teach OkHttp to accept PEM files natively; register the socket factory with the OkHttpClient.","GOAL: Provide a custom trust recipe that includes a reusable, copy-and-pasteable method for converting an InputStream of PEM files into an SSLContext. This SSLContext trusts only the specific certificates provided, allowing developers to replace the host platform's built-in trusted certificates. The recipe also includes extensive warnings regarding the operational risks and complexity of customizing trusted certificates.

NEED: Developers need a recipe for customizing trust in OkHttp to handle scenarios like loading self-signed certificates or avoiding reliance on third-party certificate authorities in production. It is also useful in development when CA-trusted certificates are unavailable. This approach leverages the fact that Java and Android can read .pem files directly, eliminating the need for the BKS or JKS store files typically used to distribute trusted certificates.

ALTERNATIVES: One alternative is to use a CertificatePinner, which limits trusted certificates while still utilizing the host platform's built-in trust store. Other considered solutions included teaching OkHttp to accept PEM files natively or providing a sample program to convert .pem files into .jks or .bks files. Additionally, while the recipe embeds PEM files in strings for demonstration, most applications would instead read these from a bundled resource file.",5,3,3,2,1,5,5,2,4,3,1,5,5,3,4,3,1,5
CG-FS,https://github.com/square/okhttp/commit/4c86085429edbeef0a383941936ee7b64cc3805e,8083,"GOAL: ALPN will be dropped because it first arrived in Android 4.4, but that release suffers from a concurrency bug.
NEED: ALPN support on Android 4.4 suffers from a concurrency bug and causes crashes during SSL operations like SSL_CTX_set_alpn_protos because it is not thread-safe.
ALTERNATIVES: Downgrading OkHttp to version 1.3.0 solves the problem.","GOAL: Remove ALPN support from OkHttp’s Android Platform implementation.

NEED: Android’s ALPN support (introduced in 4.4) suffers a concurrency bug and its SSL_CTX_set_alpn_protos call is not thread-safe, leading to native crashes and segfaults in libssl.so; the underlying TLS-stack fix isn’t widely available and ALPN isn’t yet supported on Java 8.

ALTERNATIVES: Workarounds considered included early initialization of OkHttpClient via URL.setURLStreamHandlerFactory to avoid mixing AOSP HttpURLConnection and OkHttp, switching to SSL_set_alpn_protos instead of SSL_CTX_set_alpn_protos, or other OkHttp-side fixes, but none proved robust.","GOAL: Drop ALPN support in OkHttp’s Android platform implementation by removing reflective ALPN method lookup/invocation and updating the Platform Javadoc to reflect that ALPN isn’t used.

NEED: Android 4.4’s ALPN implementation suffers a concurrency/thread-safety bug: OkHttp’s `startHandshake` ends up calling `SSL_CTX_set_alpn_protos`, which can crash/segfault (for example, “Native crash in SSL_CTX_set_alpn_protos” / “segfault in /system/lib/libssl.so (SSL_CTX_set_alpn_protos+20)”), especially when the same `SSLContext` is used across threads and shared between an OkHttp request and a non-OkHttp request (mixing AOSP HttpURLConnection and OkHttp). Although there is a TLS stack fix, it isn’t widely available, so ALPN is disabled.

ALTERNATIVES: Use `SSL_set_alpn_protos` instead of `SSL_CTX_set_alpn_protos`; or workaround by installing OkHttp’s `URLStreamHandlerFactory` early (e.g., `URL.setURLStreamHandlerFactory(okHttpClient)` in an `Application` subclass) to avoid mixing AOSP HttpURLConnection and OkHttp; or implement some other OkHttp-side workaround.","GOAL: Drop ALPN support and disable it within the Android platform implementation.

NEED: ALPN support in Android 4.4 suffers from a concurrency bug in the native TLS stack that is not thread-safe. This issue causes native crashes and segfaults (specifically in `SSL_CTX_set_alpn_protos`), particularly when using the same SSL context on multiple threads or mixing OkHttp with AOSP's built-in `HttpURLConnection`. While the bug has been recently fixed in Android, the fix is not yet widely available.

ALTERNATIVES: Other potential solutions considered included using `SSL_set_alpn_protos` instead of the problematic call, or implementing a workaround where developers set `OkHttpClient` as the `URLStreamHandlerFactory` early in the application's lifecycle to avoid mixing connection types.",4,2,5,2,1,5,4,3,5,3,1,5,4,2,5,2,1,5
CG-FS,https://github.com/square/okhttp/commit/08bc3c8808ec4495a1284ed6eb2325d44b435d33,8204,"GOAL: Modify MockWebServer to indicate which NPN protocols to use by introducing the setNpnProtocols method and providing tests & guidance for running benchmarks with attention to NPN configuration.
NEED: Enables switching the priority, or provides a more stable experience when using MWS to test software that doesn't use OkHttpClient.","GOAL: Expose a new MockWebServer.setNpnProtocols API to let users specify the ordered list of NPN protocols for incoming HTTPS connections (ignored if NPN is disabled), update MockWebServer.processConnection, benchmarks and tests to use this configured list, and add instructions for running benchmarks that respect NPN configuration.

NEED: Align MockWebServer with OkHttpClient in NPN protocol selection so users can adjust protocol priority and achieve more stable testing when using MockWebServer to test clients other than OkHttpClient.

ALTERNATIVES: Could have simply always advertised the full set of NPN protocols—relying on client-server negotiation to pick the correct one—since supporting the complete set is usually acceptable.","GOAL: Add `MockWebServer.setNpnProtocols(List<Protocol>)` to configure which protocols NPN advertises on incoming HTTPS connections (ignored when NPN is disabled), have `MockWebServer` use this configured list instead of always using the full default set, and update tests/benchmarks to set the server’s NPN protocols (e.g., to match the client’s configured protocols).

NEED: Align MockWebServer with `OkHttpClient` with respect to NPN protocol selection so users can change protocol priority and get a more stable experience when using MockWebServer to test software that isn’t using `OkHttpClient`, and so benchmarks pay attention to NPN configuration.

ALTERNATIVES: Keep the server always supporting/advertising the full set of protocols, since the client and server “should” negotiate correctly anyway (and the full set is “usually ok”).","GOAL: Add `MockWebServer.setNpnProtocols` to allow specifying the protocols supported by NPN on incoming HTTPS connections. This enables telling the MockWebServer which NPN protocols to use and updates the benchmarks to respect NPN configuration.

NEED: To align MockWebServer with OkHttpClient regarding NPN protocol selection. This allows users to switch protocol priority and provides a more stable experience when using MockWebServer to test software that does not use OkHttpClient.

ALTERNATIVES: Developers considered whether the server should always support the full set of protocols, as the client and server should theoretically negotiate correctly anyway.",5,3,5,2,1,5,5,3,5,3,1,5,5,2,5,2,1,5
CG-FS,https://github.com/square/okhttp/commit/5f239296e9124d7181e41c4af44a64bac7770132,8588,GOAL: Correct checkstyle.,GOAL: Conform to checkstyle by adding braces around the single‐line if-throw statements in the settings() and setting() methods.,GOAL: Correct checkstyle in `SpdyWriter` by expanding single-line `if (...) throw new IllegalStateException();` statements in `settings()` and `setting()` into braced `if` blocks.,GOAL: Correct checkstyle violations by adding curly braces to if-statement blocks in SpdyWriter.,5,2,,,,,5,2,,,,,5,1,,,,
CG-FS,https://github.com/spring-projects/spring-boot/commit/e0a061707e01ef32da5d8f574b8a3ccf8b83dcd9,8834,GOAL: Fix the checkstyle header violation.,GOAL: Fix a Checkstyle header violation by adding a blank line before the package declaration in BomPluginIntegrationTests.java.,GOAL: Fix the checkstyle header violation in `BomPluginIntegrationTests.java` by adjusting the file header formatting (adding a blank line before the `package` declaration).,GOAL: Fix a checkstyle header violation by ensuring the correct formatting and spacing of the file header.,5,2,,,,,5,2,,,,,5,2,,,,
CG-FS,https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b,9867,"GOAL: Document how to use DataNeo4jTest with reactive access because DataNeo4jTest does not support transactional tests with a reactive setup. For keeping transactional tests,  add a note in the Javadoc that the user can annotate a given test class with `@Transactional(propagation = NOT_SUPPORTED)` to disable transactional test support.
NEED: DataNeo4jTest with reactive setup encountered failures because the Test context framework does not have support for `@Test` rollback semantics and a reactive transaction manager.
ALTERNATIVES: Removing @Transactional entirely from DataNeo4jTest could solve the problem.","GOAL: Document how to use @DataNeo4jTest with reactive access by clarifying that transactional tests aren’t supported in the reactive style and must be disabled via @Transactional(propagation = Propagation.NOT_SUPPORTED).

NEED: @DataNeo4jTest tests are transactional by default (with rollback semantics), but the Spring TestContext framework doesn’t support reactive transaction managers or rollback for reactive Neo4j access, causing transaction exceptions when running reactive tests.

ALTERNATIVES: The team considered introducing a dedicated @ReactiveDataNeo4jTest (as in SDN Rx), removing @Transactional from @DataNeo4jTest (breaking change), switching tests to @SpringBootTest, or supporting Propagation.NEVER to disable transactions; they ultimately chose to retain @Transactional and document how to disable it per test.","GOAL: Document how to use `@DataNeo4jTest` with reactive access by noting that transactional tests are not supported, and update the reactive integration test to disable transactional test support (and use the reactive transaction manager setup).

NEED: Using `@DataNeo4jTest` with a reactive setup fails with transaction exceptions because the Spring TestContext Framework does not support `@Test` rollback semantics with a reactive transaction manager; therefore the default transactional behavior must be disabled by annotating the test class with `@Transactional(propagation = Propagation.NOT_SUPPORTED)`.

ALTERNATIVES: Considered a dedicated `@ReactiveDataNeo4jTest` (as in SDN Rx), removing `@Transactional` from `@DataNeo4jTest` to support reactive setups (but that would be a breaking change), keeping `@Transactional` and documenting that users can disable it via `@Transactional(propagation = NOT_SUPPORTED)` (or treat `NEVER` similarly), or switching to `@SpringBootTest`.","GOAL: Document that `@DataNeo4jTest` does not support transactional tests with a reactive setup and provide instructions on how to use it with reactive access.

NEED: The Spring Test context framework does not support `@Test` rollback semantics with a reactive transaction manager. Since `@DataNeo4jTest` is transactional by default, reactive tests fail with transaction exceptions because the test framework requires a `PlatformTransactionManager` bean that is not present in reactive contexts. Developers decided to document this limitation and the workaround of disabling transactions via `@Transactional(propagation = Propagation.NOT_SUPPORTED)` to avoid a breaking change for mainstream users in the 2.4.x release.

ALTERNATIVES: Other potential solutions considered included providing a dedicated `@ReactiveDataNeo4jTest` annotation (similar to SDN Rx), removing `@Transactional` from the `@DataNeo4jTest` annotation entirely, using `@SpringBootTest` to make the tests work, or supporting `Propagation.NEVER` in the same way as `NOT_SUPPORTED`.",4,1,5,2,5,4,4,2,5,2,5,4,3,1,5,3,5,4
CG-FS,https://github.com/spring-projects/spring-boot/commit/02a1c435874fa8ed72db227b3bd911d079fc7cee,12420,GOAL: Fix tests.,"GOAL: Fix tests by adding a JerseyApplicationPath bean, updating the import and test method, and asserting that under Jersey the ServletEndpointRegistrar uses “/jersey/actuator” as its base path.",GOAL: Fix the actuator auto-configure test by updating the Jersey-based context setup to include a `JerseyApplicationPath` bean and asserting that the `ServletEndpointRegistrar` base path is `/jersey/actuator` (instead of `/actuator`).,GOAL: Fix tests in `ServletEndpointManagementContextConfigurationTests` to ensure that the `ServletEndpointRegistrar` correctly accounts for `JerseyApplicationPath` when determining the base path.,5,2,,,,,5,2,,,,,5,2,,,,
